fileName,a,b,c,d,e,f,g,h,i,j,k,l,m
local4 (34).jpg,0.0015085734158255461,413.16842086292615,0.9181212542579245,2523.4190725049275,0.26947440199084405,250.19625098979975,9680.507869156798,7.513924793437257,11.341111769335953,0.00034068811814070193,4.445721934268237,-0.2608656786872456,0.981671515291972
local7 (30).jpg,0.0006510480769871093,869.9343674593413,0.8300218762229135,2558.9892686501435,0.21642937451040686,320.9031301106853,9366.02270714122,8.105913996029305,12.68248770968481,0.00022701097369711153,5.040005098206199,-0.23217127447075026,0.9808229953559267
local19 (31).jpg,0.0005577646079476081,557.017701108545,0.8268795176522228,1608.6956635761085,0.1683611985449188,237.59620165899705,5877.764953195892,7.9177386286396905,12.618897429805784,0.0002081158274457153,4.995070424510146,-0.19311361234696545,0.9628077845525835
local46 (31).jpg,0.005837912328745773,42.4849214285093,0.9429080114419965,372.18623361646894,0.2824642179878871,123.7702056334685,1446.260013037369,4.961892094200101,8.05996388839875,0.0004993482379739979,3.259049265106807,-0.08200282586903605,0.6838146685488056
local47 (31).jpg,0.0005064411941420474,345.54553413066196,0.8522992906260154,1169.8786031639859,0.14034892947346747,144.33731184540343,4333.968878525278,7.299704404005997,12.007624389310557,0.00018383899967262584,4.896598707861148,-0.12708681445006015,0.8893387980866544
local43 (30).jpg,0.00016161533738713146,972.8407669822616,0.8543675162338323,3339.990727303668,0.094736618752503,177.54022681826297,12387.122142232423,8.295691088271411,13.503151470096551,0.00011444593820973467,5.568555691002976,-0.1486184580982095,0.9389416551755849
local33 (12).jpg,0.0010267596400997463,533.3225074482347,0.921348466557248,3390.8102460367354,0.2988452764464344,319.8110580032014,13029.918476698691,8.047007181448539,11.76506924124293,0.0003816748572968445,4.291926600714047,-0.3275575124906826,0.9944069319944382
local38 (28).jpg,0.0006339756726453849,378.454198139055,0.9207624491355767,2388.2513600577995,0.128391708459266,176.63062610552956,9174.551242092137,7.540339126061118,12.207147164494211,0.00016598407476026174,5.012309354771364,-0.16581896097232568,0.9401228259296868
local34 (29).jpg,0.002902333330524047,316.4955004741871,0.9706959160386437,5400.583243914375,0.4802468119564342,291.88242080464903,21285.837475183293,8.361346442775792,11.457861275018905,0.0006963029528540561,3.8991178158955186,-0.4773037090048642,0.9995397102810429
local40 (17).jpg,0.002500431454045919,359.10391915381945,0.9169151175103949,2161.110185745467,0.4062868768960041,366.7054376434571,8285.336823828016,8.05017899057465,11.51179361055604,0.0005089909617407979,4.216527902823199,-0.39929623781845314,0.9981446894621833
local47 (18).jpg,0.0006738865643027355,121.58948536881746,0.9471166100236336,1149.5457328537866,0.27883374032721053,159.98758385288306,4476.593446046328,7.896391026680529,11.611252640129003,0.0005093338325697643,3.9314875469818666,-0.32331436883649267,0.9931075773250957
local36 (30).jpg,0.0011540664138671884,1138.7739682510112,0.9034912707636313,5899.7825834593405,0.19588280502619881,182.51661142153034,22460.356365586347,7.786984164913395,12.265764923322966,0.00021297597538313988,5.151013171470453,-0.19237582201731523,0.9596090953069998
local51 (14).jpg,0.00048219286671811123,257.1285552050571,0.9259437990837064,1736.0358664595765,0.23042570126820158,236.78501630021785,6687.014910633241,8.1810318857546,12.371201433593832,0.00034580202168510785,4.488569236627541,-0.28106437950243945,0.9900994129273906
local29 (30).jpg,0.0008199800483554867,240.1198598957621,0.9309753528014265,1739.7293499700954,0.2605484410137327,359.4891754101335,6718.797539984629,7.990515744693537,11.840902050959517,0.0003741116149771215,4.304751855084523,-0.3076737779040029,0.9890700328744223
local13 (12).jpg,0.15940181119675417,141.28955422563052,0.9838209508104977,4366.0187946020815,0.6797527383817248,351.1405379841723,17322.785624182692,5.700975684685437,7.492891572671766,0.00151747738190223,2.6591848968339242,-0.5410099023173789,0.9979699006326516
local12 (45).jpg,0.20952261525851398,339.0267213617208,0.9825852928838428,9733.404854334602,0.721134315872669,368.08709273594184,38594.59269597664,5.232172913422792,6.892970912602843,0.00178143498077445,2.6264887926812985,-0.5461172436022497,0.9971146269158749
local40 (30).jpg,0.00018806666532071337,478.2067134378801,0.8897293319531758,2168.237562943996,0.107547710396295,232.34735260832002,8194.74353833812,8.182249313028446,13.182473825818244,0.00013510419145477316,5.261184814512402,-0.17169386275511384,0.9528840211111456
local18 (30).jpg,0.00032744856259382796,524.9721425781174,0.8807672731069317,2201.467658947432,0.1656527682631169,219.89367970551442,8280.898493211605,8.172902028605847,12.68968055634138,0.00022794628511215183,4.809247800082769,-0.2342981285237862,0.9747730323990508
